raw_name,age_raw,age,vintage,no_age_statement,abv,historical_menu_price,is_cask_strength,general_note,page_number,source_file,source_type,source_confidence,raw_line,best_match,match_score,review_reason,db_age,db_abv,record_id,typo_candidate,suggested_correction,norm_candidate,match1_id,match1_name,match1_ts_ratio,match1_w_ratio,match1_conflicts,match2_id,match2_name,match2_ts_ratio,match2_w_ratio,match2_conflicts,match3_id,match3_name,match3_ts_ratio,match3_w_ratio,match3_conflicts,match4_id,match4_name,match4_ts_ratio,match4_w_ratio,match4_conflicts,match5_id,match5_name,match5_ts_ratio,match5_w_ratio,match5_conflicts,best_match_id,best_match_name,ts_ratio,w_ratio,conflicts,match_status
Balvenie,17yo,17.0,,False,43,10,False,,3,The_Malt_List.pdf,historical_bar_menu,medium,Balvenie,Brenne,57,No close match found,,,,,,balvenie,W000010,balvenie 14y caribbean cask,100.0,90.0,,W000035,balvenie tun 1401 (all batches),100.0,90.0,,W000108,balvenie tun 1509 (all batches),100.0,90.0,,W000187,balvenie 21yo port wood,100.0,90.0,,W000258,balvenie 17yo doublewood,100.0,90.0,,W000010,balvenie 14y caribbean cask,100.0,90.0,,HIGH_CONFIDENCE
Ben Nevis,10yo,10.0,,False,46,10,False,,3,The_Malt_List.pdf,historical_bar_menu,medium,Ben Nevis,Brenne,67,No close match found,,,,,,ben nevis,W000132,ben nevis 10yo (post-2017),100.0,90.0,,W000252,ben nevis 18yo the maltman,100.0,90.0,,W000296,ben nevis 10yo cask strength,100.0,90.0,,W000301,ben nevis 10yo (all editions),100.0,90.0,,W000380,"ben nevis 10yo (old label, pre-2017)",100.0,90.0,,W000132,ben nevis 10yo (post-2017),100.0,90.0,,HIGH_CONFIDENCE
Benrinnes,15yo,15.0,,False,43,8,False,,3,The_Malt_List.pdf,historical_bar_menu,medium,Benrinnes,Benrinnes 15yo F&F,67,No close match found,,,,,,benrinnes,W000373,benrinnes 15yo f&f,100.0,90.0,,W001823,jim beam distillers series,34.28571428571429,64.28571428571429,,W000111,benriach 35yo,45.45454545454545,64.28571428571429,,W000143,benriach 18yo latada,34.48275862068965,64.28571428571429,,W000239,benriach 21yo tawny port finish,35.0,64.28571428571429,,W000373,benrinnes 15yo f&f,100.0,90.0,,HIGH_CONFIDENCE
Benromach,10yo,10.0,,False,43,6,False,,3,The_Malt_List.pdf,historical_bar_menu,medium,Benromach,Benromach 5yo,82,Fuzzy match threshold,5.0,,WDB-00708,,,benromach,W000074,benromach 10yo cask strength (100 proof),100.0,60.0,,W000260,benromach 15yo,100.0,90.0,,W000567,benromach organic,100.0,90.0,,W000708,benromach 5yo,100.0,90.0,,W000791,benromach traditional,100.0,90.0,,W000074,benromach 10yo cask strength (100 proof),100.0,60.0,,HIGH_CONFIDENCE
Benromach Organic,,,,False,43,6,False,The world’s first completely organic single malt whisky from the Benromach Distillery in Speyside. Sweet with a little bit of peppery spice.’ MK,3,The_Malt_List.pdf,historical_bar_menu,medium,Benromach Organic,Benromach Organic,100,ABV mismatch or missing,,,WDB-00567,,,benromach organic,W000567,benromach organic,100.0,90.0,,W000074,benromach 10yo cask strength (100 proof),69.23076923076923,85.5,,W000260,benromach 15yo,78.26086956521739,85.5,,W000434,bruichladdich the organic 2010,58.333333333333336,85.5,,W000517,bruichladdich the organic 2009,58.333333333333336,85.5,,W000567,benromach organic,100.0,90.0,,HIGH_CONFIDENCE
Bladnoch,18yo,18.0,,False,43,9,False,,3,The_Malt_List.pdf,historical_bar_menu,medium,Bladnoch,Bolanachi,71,No close match found,,,,,,bladnoch,W000082,bladnoch 12yo sherry cask (sheep label),100.0,60.0,,W000359,bladnoch 15yo adela,100.0,90.0,,W000395,bladnoch samsara,100.0,90.0,,W000728,bladnoch 19yo (cow label),100.0,90.0,,W000765,bladnoch 10yo (f&f),100.0,90.0,,W000082,bladnoch 12yo sherry cask (sheep label),100.0,60.0,,HIGH_CONFIDENCE
Bladnoch,1993,,1993.0,False,46,9,False,Blair Atholl (Pitlochry) 12yo 43% 7. Blair Atholl 1997 43% 9. Blairmhor 8yo 40% 7. Bowmore 12yo 40% ‘Not the most intense Islay malt in terms of peatiness. One of the last to produce its own floor malted barley turned by hand. The 12yo gives you gentle peat smoke with a long and mellow finish.’ MK,3,The_Malt_List.pdf,historical_bar_menu,medium,Bladnoch,Bolanachi,71,No close match found,,,,,,bladnoch,W000082,bladnoch 12yo sherry cask (sheep label),100.0,60.0,,W000359,bladnoch 15yo adela,100.0,90.0,,W000395,bladnoch samsara,100.0,90.0,,W000728,bladnoch 19yo (cow label),100.0,90.0,,W000765,bladnoch 10yo (f&f),100.0,90.0,,W000082,bladnoch 12yo sherry cask (sheep label),100.0,60.0,,HIGH_CONFIDENCE
Bowmore,15yo,15.0,,False,43,7,False,,3,The_Malt_List.pdf,historical_bar_menu,medium,Bowmore,Bowmore 12Y,78,No close match found,,,,,,bowmore,W000015,bowmore 12y,100.0,90.0,,W000053,bowmore springtide,100.0,90.0,,W000090,bowmore 15yo laimrig,100.0,90.0,,W000166,bowmore 25yo,100.0,90.0,,W000219,bowmore 10yo devil's cask (all batches),100.0,60.0,,W000015,bowmore 12y,100.0,90.0,,HIGH_CONFIDENCE
Bowmore,18yo,18.0,,False,43,12,False,,3,The_Malt_List.pdf,historical_bar_menu,medium,Bowmore,Bowmore 12Y,78,No close match found,,,,,,bowmore,W000015,bowmore 12y,100.0,90.0,,W000053,bowmore springtide,100.0,90.0,,W000090,bowmore 15yo laimrig,100.0,90.0,,W000166,bowmore 25yo,100.0,90.0,,W000219,bowmore 10yo devil's cask (all batches),100.0,60.0,,W000015,bowmore 12y,100.0,90.0,,HIGH_CONFIDENCE
Brora,1982,,1982.0,False,43,10,False,,4,The_Malt_List.pdf,historical_bar_menu,medium,Brora,Broger,73,No close match found,,,,,,brora,W001092,brora 35yo,100.0,90.0,,W001093,brora 30yo,100.0,90.0,,W001153,brora 21yo,100.0,90.0,,W000169,kavalan brandy oak,34.78260869565217,64.125,,W000656,ohishi brandy cask,26.086956521739125,64.125,,W001092,brora 35yo,100.0,90.0,,HIGH_CONFIDENCE
Bruichladdich,10yo,10.0,,False,46,6,False,Progressive Hebridean Distillers is their moto and they are one of the most exciting and creative distillers at the moment. This 10yr is light and slightly peaty.’ MK,4,The_Malt_List.pdf,historical_bar_menu,medium,Bruichladdich,Bruichladdich Rocks,81,Fuzzy match threshold,,,WDB-00346,,,bruichladdich,W000964,bruichladdich port charlotte pc12 oileanach furachail,100.0,60.0,,W000048,bruichladdich 21yo cuvée 407 px,100.0,90.0,,W000179,bruichladdich port charlotte 2009 mc:01,100.0,90.0,,W000346,bruichladdich rocks,100.0,90.0,,W000408,bruichladdich black art 7.x 1994,100.0,90.0,,W000964,bruichladdich port charlotte pc12 oileanach furachail,100.0,60.0,,HIGH_CONFIDENCE
Bruichladdich Rocks,,,,False,46,6,False,,4,The_Malt_List.pdf,historical_bar_menu,medium,Bruichladdich Rocks,Bruichladdich Rocks,100,ABV mismatch or missing,,,WDB-00346,,,bruichladdich rocks,W000346,bruichladdich rocks,100.0,90.0,,W000964,bruichladdich port charlotte pc12 oileanach furachail,81.25,85.5,,W000048,bruichladdich 21yo cuvée 407 px,81.25,85.5,,W000179,bruichladdich port charlotte 2009 mc:01,81.25,85.5,,W000408,bruichladdich black art 7.x 1994,81.25,85.5,,W000346,bruichladdich rocks,100.0,90.0,,HIGH_CONFIDENCE
Bruichladdich Octomore 06.1,,,,False,no statement 57,11,False,Bruichladdich Scottish Barely no statement 50% 9. Bunnahabhain 12yo 40% 7. Bushmills (Irish) 10yo 40% Cambus (grain) 31yo 53.2% 8. Caol Ila 10yo/1999 43% 9. Caol Ila 12yo 43% 7. ‘Lighter than some other Islay malts. Spicy with vanilla hints.’ MK,4,The_Malt_List.pdf,historical_bar_menu,medium,Bruichladdich Octomore 06.1,Bruichladdich Octomore 10.2,93,ABV mismatch or missing,,,WDB-01129,,,bruichladdich octomore 06 1,W001172,bruichladdich octomore 6.1,98.11320754716981,88.30188679245283,,W001200,bruichladdich octomore 10.1,96.29629629629629,86.66666666666667,,W001124,bruichladdich octomore 7.1,96.0,85.5,,W001157,bruichladdich octomore 8.1,96.0,85.5,,W001189,bruichladdich octomore 9.1,96.0,85.5,,W001172,bruichladdich octomore 6.1,98.11320754716981,88.30188679245283,,HIGH_CONFIDENCE
Caol Ila,1998,,1998.0,False,43,8,False,,4,The_Malt_List.pdf,historical_bar_menu,medium,Caol Ila,Caol Ila 35yo,76,No close match found,,,,,,caol ila,W000445,caol ila 18yo unpeated 2017,100.0,90.0,,W000518,caol ila 17yo unpeated 2015,100.0,90.0,,W000740,caol ila 15yo unpeated 2018,100.0,90.0,,W000909,caol ila 35yo,100.0,90.0,,W000917,caol ila 30yo,100.0,90.0,,W000445,caol ila 18yo unpeated 2017,100.0,90.0,,HIGH_CONFIDENCE
Cardhu,12yo,12.0,,False,40,12,False,,4,The_Malt_List.pdf,historical_bar_menu,medium,Cardhu,Cardhu 12yo,71,No close match found,,,,,,cardhu,W000868,cardhu amber rock,100.0,90.0,,W000875,cardhu 12yo,100.0,90.0,,W000876,game of thrones house targaryen cardhu gold reserve,100.0,60.0,,W000827,tamdhu 10yo,47.05882352941177,62.18181818181819,,W000001,aberlour a'bunadh,36.36363636363637,60.00000000000001,,W000868,cardhu amber rock,100.0,90.0,,HIGH_CONFIDENCE
Cardhu,12yo,12.0,,False,46,17,False,,4,The_Malt_List.pdf,historical_bar_menu,medium,Cardhu,Cardhu 12yo,71,No close match found,,,,,,cardhu,W000868,cardhu amber rock,100.0,90.0,,W000875,cardhu 12yo,100.0,90.0,,W000876,game of thrones house targaryen cardhu gold reserve,100.0,60.0,,W000827,tamdhu 10yo,47.05882352941177,62.18181818181819,,W000001,aberlour a'bunadh,36.36363636363637,60.00000000000001,,W000868,cardhu amber rock,100.0,90.0,,HIGH_CONFIDENCE
Clynliesh,14yo,14.0,,False,46,7,False,,4,The_Malt_List.pdf,historical_bar_menu,medium,Clynliesh,Clynelish 14yo,70,No close match found,,,,True,Clynelish,clynelish,W000476,game of thrones house tyrell clynelish reserve,100.0,60.0,,W000496,clynelish 14yo,100.0,90.0,,W001335,grand macnish,45.45454545454545,64.28571428571429,,W001462,colonel e.h. taylor straight rye,35.0,56.25,,W001641,colonel eh. taylor barrel proof,30.769230769230774,56.25,,W000476,game of thrones house tyrell clynelish reserve,100.0,60.0,,HIGH_CONFIDENCE
Cragganmore,12yo,12.0,,False,40,6,False,,4,The_Malt_List.pdf,historical_bar_menu,medium,Cragganmore,Cragganmore 25yo,81,Fuzzy match threshold,25.0,,WDB-00423,,,cragganmore,W000409,cragganmore 12yo (special release 2019),100.0,90.0,,W000423,cragganmore 25yo,100.0,90.0,,W000489,cragganmore nas (special release 2016),100.0,90.0,,W000618,cragganmore 12yo,100.0,90.0,,W000300,glenmorangie a midwinter night’s dram,33.33333333333333,57.27272727272727,,W000409,cragganmore 12yo (special release 2019),100.0,90.0,,HIGH_CONFIDENCE
Cragganmore,1981,,1981.0,False,40,7,False,"Cragganmore Distillers Ed. 1987 40% 7. Craigellachie 20yo/1981 43% 7. CU Dhub 40% 7. Dailuaine 16yo 40% 8. Dalmore 12yo 40% ‘One of my personal favourites. The 10yo has a lovely mix of sherry notes with chocolate and orange flavours. I have had the pleasure of meeting the man who makes the vattings and blendings for the Dalmore, Mr Richard Patterson. One of the most charismatic men in the industry.’ MK",5,The_Malt_List.pdf,historical_bar_menu,medium,Cragganmore,Cragganmore 25yo,81,Fuzzy match threshold,25.0,,WDB-00423,,,cragganmore,W000409,cragganmore 12yo (special release 2019),100.0,90.0,,W000423,cragganmore 25yo,100.0,90.0,,W000489,cragganmore nas (special release 2016),100.0,90.0,,W000618,cragganmore 12yo,100.0,90.0,,W000300,glenmorangie a midwinter night’s dram,33.33333333333333,57.27272727272727,,W000409,cragganmore 12yo (special release 2019),100.0,90.0,,HIGH_CONFIDENCE
Dalmore,15yo,15.0,,False,40,7,False,,5,The_Malt_List.pdf,historical_bar_menu,medium,Dalmore,Altore,77,No close match found,,,,,,dalmore,W000274,dalmore port wood reserve,100.0,90.0,,W000311,dalmore 18yo,100.0,90.0,,W000337,dalmore cigar malt,100.0,90.0,,W000347,dalmore 15yo,100.0,90.0,,W000360,dalmore king alexander iii,100.0,90.0,,W000274,dalmore port wood reserve,100.0,90.0,,HIGH_CONFIDENCE
Dalmore,18yo,18.0,,False,43,9,False,,5,The_Malt_List.pdf,historical_bar_menu,medium,Dalmore,Altore,77,No close match found,,,,,,dalmore,W000274,dalmore port wood reserve,100.0,90.0,,W000311,dalmore 18yo,100.0,90.0,,W000337,dalmore cigar malt,100.0,90.0,,W000347,dalmore 15yo,100.0,90.0,,W000360,dalmore king alexander iii,100.0,90.0,,W000274,dalmore port wood reserve,100.0,90.0,,HIGH_CONFIDENCE
Dalmore Cigar Malt,no statement,,,True,44,6,False,,5,The_Malt_List.pdf,historical_bar_menu,medium,Dalmore Cigar Malt,Dalmore Cigar Malt,100,ABV mismatch or missing,,,WDB-00337,,,dalmore cigar malt,W000337,dalmore cigar malt,100.0,90.0,,W000371,dalmore cigar malt reserve,100.0,90.0,,W000049,compass box last vatted malt,43.47826086956522,85.5,,W000091,bushmills 21yo single malt,40.90909090909091,85.5,,W000322,bushmills 16yo single malt,40.90909090909091,85.5,,W000337,dalmore cigar malt,100.0,90.0,,HIGH_CONFIDENCE
Dalwhinnie,15yo,15.0,,False,43,6,False,Dalwhinnie Distillers Ed. 1996 43% 7. Dufftown 1998 43% 8. Dunaverty (Campbelltown) 5yo 43% 25. Dunaverty (Campbelltown) 8yo 43% 35. Drumguish 40% 8. Edradour (Pitlochry) 10yo 40% 6. ‘The smallest distillery in Scotland located in Pitlochry currently independently owned. Spicy and fruity on the palate.’ MK,5,The_Malt_List.pdf,historical_bar_menu,medium,Dalwhinnie,Dalwhinnie 15yo,80,No close match found,,,,,,dalwhinnie,W000297,dalwhinnie distillers edition,100.0,90.0,,W000766,dalwhinnie 15yo,100.0,90.0,,W000788,game of thrones house stark dalwhinnie winter’s frost,100.0,60.0,,W001814,jack daniel's gentleman jack,30.303030303030297,57.0,,W000235,arran malt madeira wine cask,36.8421052631579,57.0,,W000297,dalwhinnie distillers edition,100.0,90.0,,HIGH_CONFIDENCE
Finlaggan,no statement,,,True,40,8,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Finlaggan,Finlaggan Old Reserve,60,No close match found,,,,,,finlaggan,W001221,finlaggan old reserve,100.0,90.0,,W001309,kilbeggan 8yo single grain (greenore),31.818181818181813,60.00000000000001,,W001192,lagavulin 11yo offerman edition,35.0,60.00000000000001,,W001100,lagavulin 16yo,43.47826086956522,57.0,,W001105,lagavulin 12yo cask strength,27.02702702702703,57.0,,W001221,finlaggan old reserve,100.0,90.0,,HIGH_CONFIDENCE
Glenburgie,15yo,15.0,,False,46,10,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glenburgie,Glenmorangie 18yo,59,No close match found,,,,,,glenburgie,W000655,glenburgie 10yo (gordon & macphail),100.0,90.0,,W000642,glen breton 21yo,30.769230769230774,70.00000000000001,,W000711,glen breton ice 17yo,40.0,70.00000000000001,,W000773,glen breton 15yo battle of the glen,30.0,70.00000000000001,,W000841,glen breton ice 12yo,40.0,70.00000000000001,,W000655,glenburgie 10yo (gordon & macphail),100.0,90.0,,HIGH_CONFIDENCE
Glenburgie,17yo/1995,17.0,1995.0,False,43,8,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glenburgie,Glenmorangie 18yo,59,No close match found,,,,,,glenburgie,W000655,glenburgie 10yo (gordon & macphail),100.0,90.0,,W000642,glen breton 21yo,30.769230769230774,70.00000000000001,,W000711,glen breton ice 17yo,40.0,70.00000000000001,,W000773,glen breton 15yo battle of the glen,30.0,70.00000000000001,,W000841,glen breton ice 12yo,40.0,70.00000000000001,,W000655,glenburgie 10yo (gordon & macphail),100.0,90.0,,HIGH_CONFIDENCE
Glenburgie,8yo,8.0,,False,40,12,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glenburgie,Glenmorangie 18yo,59,No close match found,,,,,,glenburgie,W000655,glenburgie 10yo (gordon & macphail),100.0,90.0,,W000642,glen breton 21yo,30.769230769230774,70.00000000000001,,W000711,glen breton ice 17yo,40.0,70.00000000000001,,W000773,glen breton 15yo battle of the glen,30.0,70.00000000000001,,W000841,glen breton ice 12yo,40.0,70.00000000000001,,W000655,glenburgie 10yo (gordon & macphail),100.0,90.0,,HIGH_CONFIDENCE
Glencadam,1974,,1974.0,False,40,11,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glencadam,Glencadam 25yo,78,No close match found,,,,,,glencadam,W000242,glencadam 14yo oloroso sherry cask finish,100.0,60.0,,W000366,glencadam 12yo port wood finish,100.0,90.0,,W000418,glencadam 25yo,100.0,90.0,,W000641,glencadam origin 1825 (nas),100.0,90.0,,W000707,glencadam 21yo,100.0,90.0,,W000242,glencadam 14yo oloroso sherry cask finish,100.0,60.0,,HIGH_CONFIDENCE
Glen Deveron,10yo,10.0,,False,40,7,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glen Deveron,Glen Deveron 10yo (Macduff),65,No close match found,,,,,,glen deveron,W000669,glen deveron 10yo (macduff),100.0,90.0,,W000014,glen scotia 10y,50.0,85.5,,W000017,glen grant 10yo,51.851851851851855,85.5,,W000365,glen scotia double cask,50.0,85.5,,W000450,glen grant 25yo,51.851851851851855,85.5,,W000669,glen deveron 10yo (macduff),100.0,90.0,,HIGH_CONFIDENCE
Glendullan,12yo,12.0,,False,43,8,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glendullan,Glen Kella,70,No close match found,,,,,,glendullan,W000565,singleton of glendullan 15yo,100.0,90.0,,W000580,singleton of glendullan 18yo,100.0,90.0,,W000667,singleton of glendullan 12yo,100.0,90.0,,W000674,game of thrones house tully singleton glendullan select,100.0,60.0,,W000775,glendalough 13yo single malt,42.10526315789474,67.5,,W000565,singleton of glendullan 15yo,100.0,90.0,,HIGH_CONFIDENCE
Glen Elgin,1995,,1995.0,False,46,9,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glen Elgin,Glen Elgin 12yo,80,No close match found,,,,,,glen elgin,W000588,glen elgin 12yo,100.0,90.0,,W000014,glen scotia 10y,57.142857142857146,85.5,,W000017,glen grant 10yo,57.142857142857146,85.5,,W000365,glen scotia double cask,57.142857142857146,85.5,,W000450,glen grant 25yo,57.142857142857146,85.5,,W000588,glen elgin 12yo,100.0,90.0,,HIGH_CONFIDENCE
Glenfarclas,15yo,15.0,,False,46,7,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glenfarclas,Glenfarclas 105,85,Fuzzy match threshold,,,WDB-00199,,,glenfarclas,W000029,glenfarclas 40yo,100.0,90.0,,W000194,glenfarclas 25yo,100.0,90.0,,W000197,glenfarclas 17yo,100.0,90.0,,W000199,glenfarclas 105,100.0,90.0,,W000244,glenfarclas 21yo,100.0,90.0,,W000029,glenfarclas 40yo,100.0,90.0,,HIGH_CONFIDENCE
Glenfarclas,21yo,21.0,,False,43,9,False,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glenfarclas,Glenfarclas 105,85,Fuzzy match threshold,,,WDB-00199,,,glenfarclas,W000029,glenfarclas 40yo,100.0,90.0,,W000194,glenfarclas 25yo,100.0,90.0,,W000197,glenfarclas 17yo,100.0,90.0,,W000199,glenfarclas 105,100.0,90.0,,W000244,glenfarclas 21yo,100.0,90.0,,W000029,glenfarclas 40yo,100.0,90.0,,HIGH_CONFIDENCE
Glenfarclas 105,no statement,,,True,60,7,True,,6,The_Malt_List.pdf,historical_bar_menu,medium,Glenfarclas 105,Glenfarclas 105,100,ABV mismatch or missing,,,WDB-00199,,,glenfarclas 105,W000199,glenfarclas 105,100.0,90.0,,W000261,glenfarclas 15yo,90.3225806451613,86.89655172413794,,W000354,glenfarclas 10yo,90.3225806451613,86.89655172413794,,W000029,glenfarclas 40yo,84.61538461538461,85.5,,W000194,glenfarclas 25yo,84.61538461538461,85.5,,W000199,glenfarclas 105,100.0,90.0,,HIGH_CONFIDENCE
Glenfiddich,18yo,18.0,,False,40,7,False,,7,The_Malt_List.pdf,historical_bar_menu,medium,Glenfiddich,Glenfiddich 30yo,81,Fuzzy match threshold,30.0,,WDB-00410,,,glenfiddich,W000013,glenfiddich 15yo solera,100.0,90.0,,W000172,glenfiddich snow phoenix,100.0,90.0,,W000254,glenfiddich 21yo gran reserva,100.0,90.0,,W000323,glenfiddich 19yo age of discovery (madeira cask),100.0,60.0,,W000367,glenfiddich malt master's edition,100.0,90.0,,W000013,glenfiddich 15yo solera,100.0,90.0,,HIGH_CONFIDENCE
